id,title,authors,categories,abstract,update_date,versions
0704.0502,"Generic representations of orthogonal groups: projective functors in the
  category Fquad",Christine Vespa,math.AT math.CT,"  In this paper, we continue the study of the category of functors Fquad,
associated to F_2-vector spaces equipped with a nondegenerate quadratic form,
initiated in two previous papers of the author. ...",2007-05-23,1
0704.0503,Manifolds admitting a $\tilde G_2$-structure,Hong-Van Le,math.AT math.DG,"  We find a necessary and sufficient condition for a compact 7-manifold to
admit a $\tilde G_2$-structure. As a result we find a sufficient condition for
an open 7-manifold to admit a closed 3-form of...",2023-03-06,2
0704.0504,Compatibility of Exotic States with Neutron Star Observation,Chang Ho Hyun,nucl-th,"  We consider the effect of hard core repulsion in the baryon-baryon
interaction at short distance to the properties of a neutron star. We obtain
that, even with hyperons in the interior of a neutron ...",2008-11-26,1
0704.0505,"Exact Solutions of Einstein-Yang-Mills Theory with Higher-Derivative
  Coupling","Hironobu Kihara, Muneto Nitta",hep-th gr-qc,"  We construct a classical solution of an Einstein-Yang-Mills system with a
fourth order term with respect to the field strength of the Yang-Mills field.
The solution provides a spontaneous compactifi...",2008-11-26,3
0704.0506,Dimensional crossover of quantum critical behavior in CeCoIn$_5$,"J.G. Donath, P. Gegenwart, F. Steglich, E.D. Bauer, J.L. Sarrao",cond-mat.str-el,"  The nature of quantum criticality in CeCoIn$_5$ is studied by low-temperature
thermal expansion $\alpha(T)$. At the field-induced quantum critical point at
H=5 T a crossover scale $T^\star\approx 0....",2009-02-16,2
0704.0507,E_6 and the bipartite entanglement of three qutrits,M. J. Duff and S. Ferrara,hep-th quant-ph,"  Recent investigations have established an analogy between the entropy of
four-dimensional supersymmetric black holes in string theory and entanglement
in quantum information theory. Examples include...",2008-11-26,2
0704.0508,Invariance principle for additive functionals of Markov chains,"Yuri N.Kartashov, Alexey M.Kulik",math.PR,"  We consider a sequence of additive functionals {\phi_n}, set on a sequence of
Markov chains {X_n} that weakly converges to a Markov process X. We give
sufficient condition for such a sequence to con...",2007-05-23,1
0704.0509,"Dissipative backward stochastic differential equations with locally
  Lipschitz nonlinearity",Fulvia Confortola,math.PR,"  In this paper we study a class of backward stochastic differential equations
(BSDEs) of the form dY(t)= -AY(t)dt -f_0(t,Y(t))dt -f_1(t,Y(t),Z(t))dt +
Z(t)dW(t) on the interval [0,T], with given fina...",2007-05-23,1
0704.0510,Axino warm dark matter and $\Omega_b - \Omega_{DM}$ coincidence,Osamu Seto and Masahide Yamaguchi,hep-ph astro-ph,"  We show that axinos, which are dominantly generated by the decay of the
next-to-lightest supersymmetric particles produced from the leptonic $Q$-ball
($L$-ball), become warm dark matter suitable for...",2008-11-26,2
0704.0511,A unified approach to SIC-POVMs and MUBs,"O. Albouy (IPNL), M. R. Kibler (IPNL)",quant-ph math-ph math.MP,"  A unified approach to (symmetric informationally complete) positive operator
valued measures and mutually unbiased bases is developed in this article. The
approach is based on the use of operator eq...",2011-11-09,3
0704.0512,"Stable oscillations of a predator-prey probabilistic cellular automaton:
  a mean-field approach",T\^ania Tom\'e and Kelly C de Carvalho,cond-mat.stat-mech,"  We analyze a probabilistic cellular automaton describing the dynamics of
coexistence of a predator-prey system. The individuals of each species are
localized over the sites of a lattice and the loca...",2016-08-14,1
0704.0513,SDSS J233325.92+152222.1 and the evolution of intermediate polars,"John Southworth (1), B. T. Gaensicke (1), T. R. Marsh (1), D. de
  Martino (2), A. Aungwerojwit (1 and 3) ((1) University of Warwick, UK, (2)
  INAF - Osservatorio di Capodimonte, Italy, (3) Naresuan University, Thailand)",astro-ph,"  Intermediate polars (IPs) are cataclysmic variables which contain magnetic
white dwarfs with a rotational period shorter than the binary orbital period.
Evolutionary theory predicts that IPs with lo...",2008-11-26,1
0704.0514,"Complexity Considerations, cSAT Lower Bound",Radoslaw Hofman,math.LO math.CO,"  This article discusses completeness of Boolean Algebra as First Order Theory
in Goedel's meaning. If Theory is complete then any possible transformation is
equivalent to some transformation using ax...",2007-06-13,2
0704.0515,"Temperature dependence of Coulomb drag between finite-length quantum
  wires","J. Peguiron, C. Bruder, B. Trauzettel",cond-mat.mes-hall,"  We evaluate the Coulomb drag current in two finite-length
Tomonaga-Luttinger-liquid wires coupled by an electrostatic backscattering
interaction. The drag current in one wire shows oscillations as a...",2007-08-27,2
0704.0516,"Effects of Imperfect Gate Operations in Shor's Prime Factorization
  Algorithm","Hao Guo, Gui Lu Long and Yang Sun",quant-ph,"  The effects of imperfect gate operations in implementation of Shor's prime
factorization algorithm are investigated. The gate imperfections may be
classified into three categories: the systematic er...",2007-05-23,1
0704.0517,"Using decomposed household food acquisitions as inputs of a Kinetic
  Dietary Exposure Model","Olivier Allais (CORELA), Jessica Tressou (METARISK, Hkust-Ismt)",math.ST stat.TH,"  Foods naturally contain a number of contaminants that may have different and
long term toxic effects. This paper introduces a novel approach for the
assessment of such chronic food risk that integra...",2007-05-23,1
0704.0518,"Dust and gas emission in the prototypical hot core G29.96-0.02 at
  sub-arcsecond resolution","H. Beuther, Q. Zhang, E.A. Bergin, T.K. Sridharan, T.R. Hunter, S.
  Leurini",astro-ph,"  Aiming at a better understand of the physical and chemical processes in the
hot molecular core stage of high-mass star formation, we observed the
prototypical hot core G29.96-0.02 in the 862mu band ...",2009-11-13,1
0704.0519,Hamilton-Jacobi Fractional Sequential Mechanics,Eqab M. Rabei and Bashar S. Ababneh,math-ph math.MP,"  As a continuation of Rabei et al. work [11], the Hamilton- Jacobi partial
differential equation is generalized to be applicable for systems containing
fractional derivatives. The Hamilton- Jacobi fu...",2015-05-13,1
0704.0520,A critical theory of quantum entanglement for the Hydrogen molecule,"Tina A.C. Maiolo, Luigi Martina, Giulio Soliani",quant-ph cond-mat.other physics.atom-ph,"  In this paper we investigate some entanglement properties for the Hydrogen
molecule considered as a two interacting spin 1/2 (qubit) model. The
entanglement related to the $H_{2}$ molecule is evalua...",2007-05-23,2
0704.0521,Fractionally charged excitations on frustrated lattices,"E. Runge, F. Pollmann, P. Fulde",cond-mat.str-el,"  Systems of strongly correlated fermions on certain geometrically frustrated
lattices at particular filling factors support excitations with fractional
charges $\pm e/2$. We calculate quantum mechani...",2009-11-13,1
0704.0522,"Measurement of Decay Amplitudes of B -->(c cbar) Kstar with an Angular
  Analysis, for (c cbar)=J/psi, psi(2S) and chi_c1","The BABAR Collaboration, B. Aubert, et al",hep-ex,"  We perform the first three-dimensional measurement of the amplitudes of $B\to
\psi(2S) K^*$ and $B\to \chi_{c1} K^*$ decays and update our previous
measurement for $B\to J/\psi K^*$. We use a data s...",2010-04-12,2
0704.0523,"Quantum superpositions and entanglement of thermal states at high
  temperatures and their applications to quantum information processing",Hyunseok Jeong and Timothy C. Ralph,quant-ph,"  We study characteristics of superpositions and entanglement of thermal states
at high temperatures and discuss their applications to quantum information
processing. We introduce thermal-state qubits...",2007-10-03,2
0704.0524,"Optimal control of stochastic differential equations with dynamical
  boundary conditions","S. Bonaccorsi, F. Confortola, E. Mastrogiacomo",math.PR,"  In this paper we investigate the optimal control problem for a class of
stochastic Cauchy evolution problem with non standard boundary dynamic and
control. The model is composed by an infinite dimen...",2015-05-13,1
0704.0525,On the Energy-Momentum Problem in Static Einstein Universe,"Sezgin Aygun, Ismail Tarhan, Husnu Baysal",gr-qc,"  This paper has been removed by arXiv administrators because it plagiarizes
gr-qc/0410004, gr-qc/0603075, and others.
  This paper also has excessive overlap with the following papers also written
by...",2019-10-21,2
0704.0526,Fractional WKB Approximation,"Eqab M. Rabei, Ibrahim M. A. Altarazi, Sami I. Muslih, Dumitru Baleanu",math-ph hep-th math.MP,"  Wentzel, Kramers, Brillouin (WKB) approximation for fractional systems is
investigated in this paper using the fractional calculus. In the fractional
case the wave function is constructed such that ...",2007-05-23,1
0704.0527,"Towards Skyrmion Stars: Large Baryon Configurations in the
  Einstein-Skyrme Model",B.M.A.G. Piette and G.I. Probert,hep-th,"  We investigate the large baryon number sector of the Einstein-Skyrme model as
a possible model for baryon stars. Gravitating hedgehog skyrmions have been
investigated previously and the existence of...",2009-09-29,1
0704.0528,"Many-to-One Throughput Capacity of IEEE 802.11 Multi-hop Wireless
  Networks","Chi Pan Chan, Soung Chang Liew, An Chan",cs.NI cs.IT math.IT,"  This paper investigates the many-to-one throughput capacity (and by symmetry,
one-to-many throughput capacity) of IEEE 802.11 multi-hop networks. It has
generally been assumed in prior studies that ...",2007-07-13,1
0704.0529,"Scanning Tunneling Spectroscopy in the Superconducting State and Vortex
  Cores of the beta-pyrochlore KOs2O6","C. Dubois, G. Santi, I. Cuttat, C. Berthod, N. Jenkins, A. P.
  Petrovi\'c, A. A. Manuel, {\O}. Fischer, S. M. Kazakov, Z. Bukowski, J.
  Karpinski",cond-mat.supr-con,"  We performed the first scanning tunneling spectroscopy measurements on the
pyrochlore superconductor KOs2O6 (Tc = 9.6 K) in both zero magnetic field and
the vortex state at several temperatures abov...",2009-09-16,1
0704.0530,"Noncommutative Solitons in a Supersymmetric Chiral Model in 2+1
  Dimensions","Olaf Lechtenfeld, Alexander D. Popov",hep-th,"  We consider a supersymmetric Bogomolny-type model in 2+1 dimensions
originating from twistor string theory. By a gauge fixing this model is reduced
to a modified U(n) chiral model with N<=8 supersym...",2009-11-13,2
0704.0531,Gravitational Duality Transformations on (A)dS4,"Robert G. Leigh, Anastasios C. Petkou",hep-th,"  We discuss the implementation of electric-magnetic duality transformations in
four-dimensional gravity linearized around Minkowski or (A)dS4 backgrounds. In
the presence of a cosmological constant d...",2008-11-26,3
0704.0532,"Effect of transition-metal elements on the electronic properties of
  quasicrystals and complex aluminides","Guy Trambly De Laissardi\`ere (LPTM), Didier Mayou (NEEL)",cond-mat.mtrl-sci,"  In this paper, we briefly present our work on the role of transition-metal
element in electronic structure and transport properties of quasicrystals and
related complex phases. Several Parts of thes...",2007-05-23,1
0704.0533,"Non-resonant and Resonant X-ray Scattering Studies on Multiferroic
  TbMn2O5","J. Koo, C. Song, S. Ji, J.-S. Lee, J. Park, T.-H. Jang, C.-H. Yang,
  J.-H. Park, Y. H. Jeong, K.-B. Lee, T. Y. Koo, Y. J. Park, J.-Y. Kim, D.
  Wemeille, A. I. Goldman, G. Srajer, S. Park, S.-W. Cheong",cond-mat.str-el cond-mat.mtrl-sci,"  Comprehensive x-ray scattering studies, including resonant scattering at Mn
L-edge, Tb L- and M-edges, were performed on single crystals of TbMn2O5. X-ray
intensities were observed at a forbidden Br...",2009-11-13,1
0704.0534,"Self-diffusion and Interdiffusion in Al80Ni20 Melts: Simulation and
  Experiment","Juergen Horbach, Subir K. Das, Axel Griesche, Michael-Peter Macht,
  Guenter Frohberg, Andreas Meyer",cond-mat.dis-nn cond-mat.mtrl-sci,"  A combination of experimental techniques and molecular dynamics (MD) computer
simulation is used to investigate the diffusion dynamics in Al80Ni20 melts.
Experimentally, the self-diffusion coefficie...",2009-11-13,1
0704.0535,"The Formation of Globular Cluster Systems in Massive Elliptical
  Galaxies: Globular Cluster Multimodality from Radial Variation of Stellar
  Populations","Antonio Pipino (1,3), Thomas H. Puzia (2,4), and Francesca Matteucci
  (3) ((1) Astrophysics, University of Oxford, UK (2) Herzberg Institute of
  Astrophysics, Canada, (3) Dipartimento di Astronomia, Universita' di Trieste,
  Italy, (4) Space Telescope Science Institute, USA.)",astro-ph,"  The most massive elliptical galaxies show a prominent multi-modality in their
globular cluster system color distributions. Understanding the mechanisms which
lead to multiple globular cluster sub-po...",2019-08-19,1
0704.0536,"Binaries, microquasars and GLAST",Guillaume Dubus,astro-ph,"  Radio and X-ray observations of the relativistic jets of microquasars show
evidence for the acceleration of particles to very high energies. Signatures of
non-thermal processes occurring closer in t...",2007-05-23,1
0704.0537,"Linearisation of finite abelian subgroups of the Cremona group of the
  plane",J\'er\'emy Blanc,math.AG,"  This article gives the proof of results announced in [J. Blanc, Finite
Abelian subgroups of the Cremona group of the plane, C.R. Acad. Sci. Paris,
S\'er. I 344 (2007), 21-26.] and some description o...",2010-11-22,2
0704.0538,"Oriented growth of pentacene films on vacuum-deposited
  polytetrafluoroethylene layers aligned by rubbing technique","M. Prelipceanu, O.S. Prelipceanu, O.G. Tudose, K. Grytsenko, S.
  Schrader",cond-mat.mtrl-sci cond-mat.soft,"  We investigated structure and morphology of PTFE layers deposited by vacuum
process in dependence on deposition parameters: deposition rate, deposition
temperature, electron activation energy and ac...",2007-05-23,1
0704.0539,"Integral representations for convolutions of non-central multivariate
  gamma distributions",Thomas Royen,math.ST stat.TH,"  Three types of integral representations for the cumulative distribution
functions of convolutions of non-central p-variate gamma distributions are
given by integration of elementary complex function...",2007-05-23,1
0704.0540,"On the Achievable Rate Regions for Interference Channels with Degraded
  Message Sets",Jinhua Jiang and Xin Yan,cs.IT math.IT,"  The interference channel with degraded message sets (IC-DMS) refers to a
communication model in which two senders attempt to communicate with their
respective receivers simultaneously through a comm...",2007-07-13,2
0704.0541,On complete subsets of the cyclic group,"Y. O. Hamidoune, A.S. Llad\'o and O. Serra",math.NT,"  A subset $X$ of an abelian $G$ is said to be {\em complete} if every element
of the subgroup generated by $X$ can be expressed as a nonempty sum of distinct
elements from $X$.
  Let $A\subset \Z_n$ ...",2007-05-23,1
0704.0542,"Hilbert functions of points on Schubert varieties in Orthogonal
  Grassmannians",K. N. Raghavan and Shyamashree Upadhyay,math.CO math.AC math.AG,"  A solution is given to the following problem: how to compute the
multiplicity, or more generally the Hilbert function, at a point on a Schubert
variety in an orthogonal Grassmannian. Standard monomi...",2009-04-16,2
0704.0543,"Swift/XRT observes the fifth outburst of the periodic Supergiant Fast
  X-ray Transient IGR J11215-5952","P. Romano (1,2), L. Sidoli (3), V. Mangano (4), S. Mereghetti (3), G.
  Cusumano (4) ((1) INAF-OABrera, (2) Univ.Bicocca, (3) INAF-IASF Mi, (4)
  INAF-IASF Pa)",astro-ph,"  IGR J11215-5952 is a hard X-ray transient source discovered in April 2005
with INTEGRAL and a confirmed member of the new class of High Mass X-ray
Binaries, the Supergiant Fast X-ray Transients (SFX...",2007-06-13,1
0704.0544,Crossover behavior in fluids with Coulomb interactions,"O.V. Patsahan, J.-M. Caillol, I.M. Mryglod",cond-mat.soft cond-mat.stat-mech,"  According to extensive experimental findings, the Ginzburg temperature
$t_{G}$ for ionic fluids differs substantially from that of nonionic fluids
[Schr\""oer W., Weig\""{a}rtner H. 2004 {\it Pure App...",2012-07-02,1
0704.0545,Reply to Comment of Kenzelmann and Harris,Maxim Mostovoy,cond-mat.str-el cond-mat.mtrl-sci,"  In response to the comment of Kenzelmann and Harris I show how the continuum
theory of spiral multiferroics can be modified to describe general magnetic
orders and discuss why the microscopic mechan...",2007-05-23,1
0704.0546,Persistent Currents in Superconducting Quantum Interference Devices,F. Romeo and R. De Luca,cond-mat.mes-hall cond-mat.supr-con,"  Starting from the reduced dynamical model of a two-junction quantum
interference device, a quantum analog of the system has been exhibited, in
order to extend the well known properties of this devic...",2015-05-13,2
0704.0547,"Mid-Infrared Fine Structure Line Ratios in Active Galactic Nuclei
  Observed with Spitzer IRS: Evidence for Extinction by the Torus","R. P. Dudik, J. C. Weingartner, S. Satyapal, J. Fischer, C. C. Dudley,
  B. O'Halloran",astro-ph,"  We present the first systematic investigation of the [NeV] (14um/24um) and
[SIII] (18um/33um) infrared line flux ratios, traditionally used to estimate
the density of the ionized gas, in a sample of...",2009-06-23,2
0704.0548,Neutrinos and Non-proliferation in Europe,M. Cribier (APC),nucl-ex,"  Triggered by the demand of the IAEA, neutrino physicists in Europe involved
with the Double Chooz experiment are studying the potential of neutrino
detection to monitor nuclear reactors. In particul...",2011-04-11,1
0704.0549,Kinks and Particles in Non-integrable Quantum Field Theories,Giuseppe Mussardo,hep-th,"  In this talk we discuss an elementary derivation of the semi-classical
spectrum of neutral particles in two field theories with kink excitations. We
also show that, in the non-integrable cases, each...",2007-05-23,1
0704.0550,The old open clusters Berkeley 32 and King 11,"Monica Tosi (1), Angela Bragaglia (1), Michele Cignoni (1,2) ((1):
  INAF-Osserv. Astron. Bologna (2): Astronomy Dept., Bologna Univ.)",astro-ph,"  We have obtained CCD BVI imaging of the old open clusters Berkeley 32 and
King 11. Using the synthetic colour-magnitude diagram method with three
different sets of stellar evolution models of variou...",2009-06-23,1
0704.0551,The Genetic Programming Collaboration Network and its Communities,"L. Luthi, M. Tomassini, M. Giacobini, B. W. Langdon",physics.soc-ph,"  Useful information about scientific collaboration structures and patterns can
be inferred from computer databases of published papers. The genetic
programming bibliography is the most complete refer...",2007-05-23,1
0704.0552,The Expanding Photosphere Method: Progress and Problems,"J. Vinko, K. Takats",astro-ph,"  Distances to well-observed Type II-P SNe are determined from an updated
version of the Expanding Photosphere Method (EPM), based on recent theoretical
models. The new EPM distances show good agreeme...",2009-06-23,1
0704.0553,"Spontaneous Lorentz Violation: Non-Abelian Gauge Fields as
  Pseudo-Goldstone Vector Bosons",J.L. Chkareuli and J.G. Jejelava,hep-th hep-ph,"  We argue that non-Abelian gauge fields can be treated as the pseudo-Goldstone
vector bosons caused by spontaneous Lorentz invariance violation (SLIV). To
this end, the SLIV which evolves in a genera...",2008-11-26,5
0704.0554,In-medium effects on particle production in heavy ion collisions,"V. Prassa, G. Ferini, T. Gaitanos, H.H. Wolter, G.A. Lalazissis, M. Di
  Toro",nucl-th,"  The effect of possible in-medium modifications of nucleon-nucleon ($NN$)
cross sections on particle production is investigated in heavy ion collisions
($HIC$) at intermediate energies. In particular...",2008-11-26,1
0704.0555,The Graham conjecture implies the Erdos-Turan conjecture,Liangpan Li,math.NT,"  Erd\""{o}s and Tur\'{a}n once conjectured that any set $A\subset\mathbb{N}$
with $\sum_{a\in A}{1}/{a}=\infty$ should contain infinitely many progressions
of arbitrary length $k\geq3$. For the two-di...",2007-05-23,1
0704.0556,"Effective conservation of energy and momentum algorithm using switching
  potentials suitable for molecular dynamics simulation of thermodynamical
  systems",Christopher G Jesudason,physics.comp-ph physics.chem-ph,"  During a crossover via a switching mechanism from one 2-body potential to
another as might be applied in modeling (chemical) reactions in the vicinity of
bond formation, energy violations would occu...",2007-05-23,1
0704.0557,Mixed chemistry phenomenon during late stages of stellar evolution,"R. Szczerba, M.R. Schmidt, M. Pulecka",astro-ph,"  We discuss phenomenon of simultaneous presence of O- and C-based material in
surroundings of evolutionary advanced stars. We concentrate on silicate carbon
stars and present observations that direct...",2007-05-23,1
0704.0558,M-regularity of the Fano surface,"Andreas H\""oring",math.AG,"  Let $(A,\Theta)$ be a principally polarised abelian variety, and let Y be a
subvariety. Pareschi and Popa conjectured that Y has minimal cohomology class
if and only if the structure sheaf of Y sati...",2017-12-19,2
0704.0559,"Signal for space-time noncommutativity: the Z -> gamma gamma decay in
  the renormalizable gauge sector of the theta-expanded NCSM",Josip Trampetic,hep-ph,"  We propose the Z -> gamma gamma decay, a process strictly forbidden in the
standard model, as a signal suitable for the search of noncommutativity of
coordinates at very short distances. We compute ...",2008-11-26,1
0704.0560,"Laser spectroscopy of hyperfine structure in highly-charged ions: a test
  of QED at high fields","D.F.A. Winters, M. Vogel, D.M. Segal, R.C. Thompson and W.
  Noertershaeuser",physics.atom-ph physics.gen-ph,"  An overview is presented of laser spectroscopy experiments with cold,
trapped, highly-charged ions, which will be performed at the HITRAP facility at
GSI in Darmstadt (Germany). These high-resolutio...",2009-11-13,2
0704.0561,"Confinement into a state with persistent current by thermal quenching of
  loop of Josephson junctions",Jorge Berger,cond-mat.supr-con cond-mat.stat-mech,"  We study a loop of Josephson junctions that is quenched through its critical
temperature. For three or more junctions, symmetry breaking states can be
achieved without thermal activation, in spite o...",2009-11-13,1
0704.0562,Frequency modulation Fourier transform spectroscopy,"Julien Mandon (PPM), Guy Guelachvili (PPM), Nathalie Picqu\'e (PPM)",physics.optics,"  A new method, FM-FTS, combining Frequency Modulation heterodyne laser
spectroscopy and Fourier Transform Spectroscopy is presented. It provides
simultaneous sensitive measurement of absorption and d...",2007-09-24,1
0704.0563,Universe Without Singularities. A Group Approach to De Sitter Cosmology,Ignazio Licata,physics.gen-ph,"  In the last years the traditional scenario of Big Bang has been deeply
modified by the study of the quantum features of the Universe evolution,
proposing again the problem of using local physical la...",2008-11-26,1
0704.0564,Spectral action on noncommutative torus,"D. Essouabri, B. Iochum, C. Levy and A. Sitarz",hep-th math-ph math.MP,"  The spectral action on noncommutative torus is obtained, using a
Chamseddine--Connes formula via computations of zeta functions. The importance
of a Diophantine condition is outlined. Several result...",2008-03-07,2
0704.0565,The Lifshitz-Slyozov-Wagner equation for reaction-controlled kinetics,Apostolos Damialis,math.AP,"  We rigorously derive a weak form of the Lifshitz-Slyozov-Wagner equation as
the homogenization limit of a Stefan-type problem describing
reaction-controlled coarsening of a large number of small sph...",2010-06-07,4
0704.0566,Canonical singular hermitian metrics on relative canonical bundles,Hajime Tsuji,math.AG math.CV,"  We introduce a new class of canonical AZD's (called the supercanonical AZD's)
on the canonical bundles of smooth projective varieties with pseudoeffective
canonical classes. We study the variation o...",2007-11-05,5
0704.0567,"Yield Curve Shapes and the Asymptotic Short Rate Distribution in Affine
  One-Factor Models","Martin Keller-Ressel, Thomas Steiner",q-fin.PR math.PR,"  We consider a model for interest rates, where the short rate is given by a
time-homogenous, one-dimensional affine process in the sense of Duffie,
Filipovic and Schachermayer. We show that in such a...",2008-12-02,2
0704.0568,"Thermally Stimulated Luminescence and Current in new heterocyclic
  materials for Organic field transistors and organic light emitting diodes","M.Prelipceanu, O.S. Prelipceanu, O.G. Tudose, S. Schrader",cond-mat.other cond-mat.mtrl-sci,"  The present work is focused on theoretical and experimental study of
localised levels in organic materials suitable for light-emitting devices and
field effect transistors by means of thermal techni...",2007-05-23,1
0704.0569,"A microfluidic device based on droplet storage for screening solubility
  diagrams","P. Laval, N. Lisai, J.-B. Salmon, M. Joanicot",cond-mat.soft,"  This work describes a new microfluidic device developed for rapid screening
of solubility diagrams. In several parallel channels, hundreds of
nanoliter-volume droplets of a given solution are first ...",2007-05-23,1
0704.0570,Composite fermion wave functions as conformal field theory correlators,"Hans Hansson, Chia-Chen Chang, Jainendra Jain, and Susanne Viefers",cond-mat.mes-hall cond-mat.str-el,"  It is known that a subset of fractional quantum Hall wave functions has been
expressed as conformal field theory (CFT) correlators, notably the Laughlin
wave function at filling factor $\nu=1/m$ ($m...",2013-05-29,1
0704.0571,$\Bz\to\pip\pim\piz$ Time Dependent Dalitz analysis at BaBar,Gianluca Cavoto,hep-ex,"  I present here results of a time-dependent analysis of the Dalitz structure
of neutral $B$ meson decays to
  $\pip\pim\piz$ from a dataset of 346 million $B \bar B$ pairs collected at
the $\Upsilon(...",2007-05-23,1
0704.0572,"New Organic thermally stable materials for optoelectronics devices - A
  linear spectroscopy study","O.S. Prelipceanu, M. Prelipceanu, O.G. Tudose, B. Grimm, S. Schrader",cond-mat.other cond-mat.mtrl-sci,"  Thermally stable polymers have attracted a lot of interest due to their
potential use as the active component in electronic, optical and optoelectronic
applications, such as light-emitting diodes, l...",2007-05-23,1
0704.0573,"Elativistic treatment in}$D$ - Dimensions to a spin-zero particle with
  noncentral equal scalar and vector ring-shaped Kratzer potential",Sameer M. Ikhdair and Ramazan Sever,quant-ph,"  The Klein-Gordon equation in D-dimensions for a recently proposed Kratzer
potential plus ring-shaped potential is solved analytically by means of the
conventional Nikiforov-Uvarov method. The exact ...",2007-05-23,1
0704.0574,"On the potential of transit surveys in star clusters: Impact of
  correlated noise and radial velocity follow-up","Suzanne Aigrain (IoA Cambridge, University of Exeter) and Frederic
  Pont (Geneva Observatory)",astro-ph,"  We present an extension of the formalism recently proposed by Pepper & Gaudi
to evaluate the yield of transit surveys in homogeneous stellar systems,
incorporating the impact of correlated noise on ...",2009-06-23,1
0704.0575,A non-perturbative proof of Bertrand's theorem,"F C Santos, V Soares and A C Tort",physics.class-ph,"  We discuss an alternative non-perturbative proof of Bertrand's theorem that
leads in a concise way directly to the two allowed fields: the newtonian and
the isotropic harmonic oscillator central fie...",2007-05-23,1
0704.0576,"Neutron-Capture Elements in the Double-Enhanced Star HE 1305-0007: a New
  s- and r-Process Paradigm","Wen-Yuan Cui (1,2,3), D. N. Cui (1), Y. S. Du (1), B. Zhang (1)((1)
  Department of Physics, Hebei Normal University, China, (2) National
  Astronomical observatories, Chinese Academy of Sciences, China, (3) Graduate
  School of the Chinese Academy of Sciences, China)",astro-ph,"  The star HE 1305-0007 is a metal-poor double-enhanced star with metallicity
[Fe/H] $=-2.0$, which is just at the upper limit of the metallicity for the
observed double-enhanced stars. Using a parame...",2009-06-23,1
0704.0577,Membrane in M5-branes Background,Wei-shui Xu and Ding-fang Zeng,hep-th,"  In this paper, we investigate the properties of a membrane in the M5-brane
background. Through solving the classical equations of motion of the membrane,
we can understand the classical dynamics of ...",2009-11-13,3
0704.0578,3D photospheric velocity field of a Supergranular cell,"Dario Del Moro, Silvia Giordano, Francesco Berrilli",astro-ph,"  We investigate the plasma flow properties inside a Supergranular (SG) cell,
in particular its interaction with small scale magnetic field structures. The
SG cell has been identified using the magnet...",2009-11-13,2
0704.0579,Substructures in WINGS clusters,"M. Ramella, A. Biviano, A. Pisani, J. Varela, D. Bettoni, W.J. Couch,
  M. D'Onofrio, A. Dressler, G. Fasano, P. Kjaergaard, M. Moles, E. Pignatelli,
  B.M. Poggianti",astro-ph,"  We search for and characterize substructures in the projected distribution of
galaxies observed in the wide field CCD images of the 77 nearby clusters of the
WIde-field Nearby Galaxy-cluster Survey ...",2009-11-13,1
0704.0580,"Ising-like dynamics and frozen states in systems of ultrafine magnetic
  particles","Stefanie Russ, Armin Bunde",cond-mat.dis-nn cond-mat.stat-mech,"  We use Monte-Carlo simulations to study aging phenomena and the occurence of
spinglass phases in systems of single-domain ferromagnetic nanoparticles under
the combined influence of dipolar interact...",2009-11-13,1
0704.0581,Counting characters in linear group actions,Thomas Michael Keller,math.RT math.GR,"  Let $G$ be a finite group and $V$ be a finite $G$--module. We present upper
bounds for the cardinalities of certain subsets of $\Irr(GV)$, such as the set
of those $\chi\in\Irr(GV)$ such that, for a...",2007-05-23,1
0704.0582,"Continuous interfaces with disorder: Even strong pinning is too weak in
  2 dimensions","C. Kuelske, E. Orlandi",math.PR math-ph math.MP,"  We consider statistical mechanics models of continuous height effective
interfaces in the presence of a delta-pinning at height zero. There is a
detailed mathematical understanding of the depinning ...",2007-05-23,1
0704.0583,On the KK-theory of strongly self-absorbing C*-algebras,"Marius Dadarlat, Wilhelm Winter",math.OA math.KT,"  Let $\Dh$ and $A$ be unital and separable $C^{*}$-algebras; let $\Dh$ be
strongly self-absorbing. It is known that any two unital $^*$-homomorphisms
from $\Dh$ to $A \otimes \Dh$ are approximately u...",2007-05-23,1
0704.0584,Effective interactions from q-deformed inspired transformations,V.S. Timoteo and C.L. Lima,nucl-th,"  From the mass term for the transformed quark fields, we obtain effective
contact interactions of the NJL type. The parameters of the model that maps a
system of non-interacting transformed fields in...",2015-05-13,1
0704.0585,Magnetospectroscopy of epitaxial few-layer graphene,"M.L. Sadowski, G. Martinez, M. Potemski, C. Berger, W.A. de Heer",cond-mat.mtrl-sci cond-mat.mes-hall,"  The inter-Landau level transitions observed in far-infrared transmission
experiments on few-layer graphene samples show a behaviour characteristic of
the linear dispersion expected in graphene. This...",2009-11-13,1
0704.0586,Dust Formation and Survival in Supernova Ejecta,"S. Bianchi, and R. Schneider",astro-ph,"  The presence of dust at high redshift requires efficient condensation of
grains in SN ejecta, in accordance with current theoretical models. Yet,
observations of the few well studied SNe and SN remn...",2009-06-23,1
0704.0587,"Preferential interaction coefficient for nucleic acids and other
  cylindrical poly-ions",E. Trizac and G. Tellez,cond-mat.soft cond-mat.stat-mech,"  The thermodynamics of nucleic acid processes is heavily affected by the
electric double-layer of micro-ions around the polyions. We focus here on the
Coulombic contribution to the salt-polyelectroly...",2009-11-13,1
